name;0.4.26;0.4.26opt;0.5.17;0.5.17opt;0.6.12;0.6.12opt;0.7.6;0.7.6opt;0.8.24;0.8.24opt
uint8ofpp;0;0;0;0;0;0;0;0;revert;revert
uint8ofpe;0;0;0;0;0;0;0;0;revert;revert
uint8ofadd;0;0;0;0;0;0;0;0;revert;revert
uint8ofte;254;254;254;254;254;254;254;254;revert;revert
uint8ofmul;254;254;254;254;254;254;254;254;revert;revert
uint8ofexp;1;1;1;1;1;1;1;1;revert;revert
uint8ufmm;255;255;255;255;255;255;255;255;revert;revert
uint8ufme;255;255;255;255;255;255;255;255;revert;revert
uint8ufsub;255;255;255;255;255;255;255;255;revert;revert
uint8divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint8divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint8divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint8divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint8modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint8modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint8modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint8modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint8truncinline;255;255;255;255;255;255;255;255;Compiler Error;Compiler Error
uint8truncvariable;255;255;255;255;255;255;255;255;255;255
uint8assignmentinline;255;255;255;255;255;255;255;255;Compiler Error;Compiler Error
uint8assignmentvariable;255;255;255;255;255;255;255;255;Compiler Error;Compiler Error
uint16ofpp;0;0;0;0;0;0;0;0;revert;revert
uint16ofpe;0;0;0;0;0;0;0;0;revert;revert
uint16ofadd;0;0;0;0;0;0;0;0;revert;revert
uint16ofte;65534;65534;65534;65534;65534;65534;65534;65534;revert;revert
uint16ofmul;65534;65534;65534;65534;65534;65534;65534;65534;revert;revert
uint16ofexp;1;1;1;1;1;1;1;1;revert;revert
uint16ufmm;65535;65535;65535;65535;65535;65535;65535;65535;revert;revert
uint16ufme;65535;65535;65535;65535;65535;65535;65535;65535;revert;revert
uint16ufsub;65535;65535;65535;65535;65535;65535;65535;65535;revert;revert
uint16divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint16divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint16divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint16divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint16modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint16modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint16modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint16modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint16truncinline;65535;65535;65535;65535;65535;65535;65535;65535;Compiler Error;Compiler Error
uint16truncvariable;65535;65535;65535;65535;65535;65535;65535;65535;65535;65535
uint16assignmentinline;65535;65535;65535;65535;65535;65535;65535;65535;Compiler Error;Compiler Error
uint16assignmentvariable;65535;65535;65535;65535;65535;65535;65535;65535;Compiler Error;Compiler Error
uint24ofpp;0;0;0;0;0;0;0;0;revert;revert
uint24ofpe;0;0;0;0;0;0;0;0;revert;revert
uint24ofadd;0;0;0;0;0;0;0;0;revert;revert
uint24ofte;16777214;16777214;16777214;16777214;16777214;16777214;16777214;16777214;revert;revert
uint24ofmul;16777214;16777214;16777214;16777214;16777214;16777214;16777214;16777214;revert;revert
uint24ofexp;1;1;1;1;1;1;1;1;revert;revert
uint24ufmm;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215;revert;revert
uint24ufme;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215;revert;revert
uint24ufsub;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215;revert;revert
uint24divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint24divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint24divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint24divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint24modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint24modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint24modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint24modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint24truncinline;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215;Compiler Error;Compiler Error
uint24truncvariable;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215
uint24assignmentinline;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215;Compiler Error;Compiler Error
uint24assignmentvariable;16777215;16777215;16777215;16777215;16777215;16777215;16777215;16777215;Compiler Error;Compiler Error
uint32ofpp;0;0;0;0;0;0;0;0;revert;revert
uint32ofpe;0;0;0;0;0;0;0;0;revert;revert
uint32ofadd;0;0;0;0;0;0;0;0;revert;revert
uint32ofte;4294967294;4294967294;4294967294;4294967294;4294967294;4294967294;4294967294;4294967294;revert;revert
uint32ofmul;4294967294;4294967294;4294967294;4294967294;4294967294;4294967294;4294967294;4294967294;revert;revert
uint32ofexp;1;1;1;1;1;1;1;1;revert;revert
uint32ufmm;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;revert;revert
uint32ufme;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;revert;revert
uint32ufsub;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;revert;revert
uint32divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint32divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint32divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint32divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint32modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint32modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint32modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint32modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint32truncinline;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;Compiler Error;Compiler Error
uint32truncvariable;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295
uint32assignmentinline;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;Compiler Error;Compiler Error
uint32assignmentvariable;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;4294967295;Compiler Error;Compiler Error
uint40ofpp;0;0;0;0;0;0;0;0;revert;revert
uint40ofpe;0;0;0;0;0;0;0;0;revert;revert
uint40ofadd;0;0;0;0;0;0;0;0;revert;revert
uint40ofte;1099511627774;1099511627774;1099511627774;1099511627774;1099511627774;1099511627774;1099511627774;1099511627774;revert;revert
uint40ofmul;1099511627774;1099511627774;1099511627774;1099511627774;1099511627774;1099511627774;1099511627774;1099511627774;revert;revert
uint40ofexp;1;1;1;1;1;1;1;1;revert;revert
uint40ufmm;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;revert;revert
uint40ufme;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;revert;revert
uint40ufsub;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;revert;revert
uint40divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint40divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint40divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint40divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint40modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint40modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint40modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint40modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint40truncinline;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;Compiler Error;Compiler Error
uint40truncvariable;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775
uint40assignmentinline;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;Compiler Error;Compiler Error
uint40assignmentvariable;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;1099511627775;Compiler Error;Compiler Error
uint48ofpp;0;0;0;0;0;0;0;0;revert;revert
uint48ofpe;0;0;0;0;0;0;0;0;revert;revert
uint48ofadd;0;0;0;0;0;0;0;0;revert;revert
uint48ofte;281474976710654;281474976710654;281474976710654;281474976710654;281474976710654;281474976710654;281474976710654;281474976710654;revert;revert
uint48ofmul;281474976710654;281474976710654;281474976710654;281474976710654;281474976710654;281474976710654;281474976710654;281474976710654;revert;revert
uint48ofexp;1;1;1;1;1;1;1;1;revert;revert
uint48ufmm;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;revert;revert
uint48ufme;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;revert;revert
uint48ufsub;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;revert;revert
uint48divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint48divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint48divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint48divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint48modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint48modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint48modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint48modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint48truncinline;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;Compiler Error;Compiler Error
uint48truncvariable;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655
uint48assignmentinline;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;Compiler Error;Compiler Error
uint48assignmentvariable;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;281474976710655;Compiler Error;Compiler Error
uint56ofpp;0;0;0;0;0;0;0;0;revert;revert
uint56ofpe;0;0;0;0;0;0;0;0;revert;revert
uint56ofadd;0;0;0;0;0;0;0;0;revert;revert
uint56ofte;72057594037927934;72057594037927934;72057594037927934;72057594037927934;72057594037927934;72057594037927934;72057594037927934;72057594037927934;revert;revert
uint56ofmul;72057594037927934;72057594037927934;72057594037927934;72057594037927934;72057594037927934;72057594037927934;72057594037927934;72057594037927934;revert;revert
uint56ofexp;1;1;1;1;1;1;1;1;revert;revert
uint56ufmm;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;revert;revert
uint56ufme;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;revert;revert
uint56ufsub;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;revert;revert
uint56divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint56divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint56divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint56divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint56modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint56modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint56modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint56modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint56truncinline;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;Compiler Error;Compiler Error
uint56truncvariable;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935
uint56assignmentinline;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;Compiler Error;Compiler Error
uint56assignmentvariable;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;72057594037927935;Compiler Error;Compiler Error
uint64ofpp;0;0;0;0;0;0;0;0;revert;revert
uint64ofpe;0;0;0;0;0;0;0;0;revert;revert
uint64ofadd;0;0;0;0;0;0;0;0;revert;revert
uint64ofte;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;revert;revert
uint64ofmul;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;18446744073709551614;revert;revert
uint64ofexp;1;1;1;1;1;1;1;1;revert;revert
uint64ufmm;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;revert;revert
uint64ufme;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;revert;revert
uint64ufsub;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;revert;revert
uint64divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint64divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint64divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint64divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint64modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint64modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint64modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint64modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint64truncinline;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;Compiler Error;Compiler Error
uint64truncvariable;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615
uint64assignmentinline;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;Compiler Error;Compiler Error
uint64assignmentvariable;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;18446744073709551615;Compiler Error;Compiler Error
uint72ofpp;0;0;0;0;0;0;0;0;revert;revert
uint72ofpe;0;0;0;0;0;0;0;0;revert;revert
uint72ofadd;0;0;0;0;0;0;0;0;revert;revert
uint72ofte;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;revert;revert
uint72ofmul;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;4722366482869645213694;revert;revert
uint72ofexp;1;1;1;1;1;1;1;1;revert;revert
uint72ufmm;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;revert;revert
uint72ufme;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;revert;revert
uint72ufsub;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;revert;revert
uint72divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint72divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint72divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint72divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint72modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint72modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint72modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint72modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint72truncinline;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;Compiler Error;Compiler Error
uint72truncvariable;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695
uint72assignmentinline;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;Compiler Error;Compiler Error
uint72assignmentvariable;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;4722366482869645213695;Compiler Error;Compiler Error
uint80ofpp;0;0;0;0;0;0;0;0;revert;revert
uint80ofpe;0;0;0;0;0;0;0;0;revert;revert
uint80ofadd;0;0;0;0;0;0;0;0;revert;revert
uint80ofte;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;revert;revert
uint80ofmul;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;1208925819614629174706174;revert;revert
uint80ofexp;1;1;1;1;1;1;1;1;revert;revert
uint80ufmm;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;revert;revert
uint80ufme;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;revert;revert
uint80ufsub;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;revert;revert
uint80divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint80divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint80divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint80divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint80modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint80modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint80modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint80modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint80truncinline;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;Compiler Error;Compiler Error
uint80truncvariable;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175
uint80assignmentinline;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;Compiler Error;Compiler Error
uint80assignmentvariable;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;1208925819614629174706175;Compiler Error;Compiler Error
uint88ofpp;0;0;0;0;0;0;0;0;revert;revert
uint88ofpe;0;0;0;0;0;0;0;0;revert;revert
uint88ofadd;0;0;0;0;0;0;0;0;revert;revert
uint88ofte;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;revert;revert
uint88ofmul;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;309485009821345068724781054;revert;revert
uint88ofexp;1;1;1;1;1;1;1;1;revert;revert
uint88ufmm;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;revert;revert
uint88ufme;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;revert;revert
uint88ufsub;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;revert;revert
uint88divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint88divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint88divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint88divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint88modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint88modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint88modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint88modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint88truncinline;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;Compiler Error;Compiler Error
uint88truncvariable;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055
uint88assignmentinline;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;Compiler Error;Compiler Error
uint88assignmentvariable;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;309485009821345068724781055;Compiler Error;Compiler Error
uint96ofpp;0;0;0;0;0;0;0;0;revert;revert
uint96ofpe;0;0;0;0;0;0;0;0;revert;revert
uint96ofadd;0;0;0;0;0;0;0;0;revert;revert
uint96ofte;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;revert;revert
uint96ofmul;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;79228162514264337593543950334;revert;revert
uint96ofexp;1;1;1;1;1;1;1;1;revert;revert
uint96ufmm;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;revert;revert
uint96ufme;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;revert;revert
uint96ufsub;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;revert;revert
uint96divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint96divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint96divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint96divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint96modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint96modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint96modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint96modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint96truncinline;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;Compiler Error;Compiler Error
uint96truncvariable;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335
uint96assignmentinline;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;Compiler Error;Compiler Error
uint96assignmentvariable;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;79228162514264337593543950335;Compiler Error;Compiler Error
