name;0.4.26;0.4.26opt;0.5.17;0.5.17opt;0.6.12;0.6.12opt;0.7.6;0.7.6opt;0.8.24;0.8.24opt
int16assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int16assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int24ofpp;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;revert;revert
int24ofpe;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;revert;revert
int24ofadd;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;revert;revert
int24ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int24ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int24ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int24ufmm;8388607;8388607;8388607;8388607;8388607;8388607;8388607;8388607;revert;revert
int24ufme;8388607;8388607;8388607;8388607;8388607;8388607;8388607;8388607;revert;revert
int24ufsub;8388607;8388607;8388607;8388607;8388607;8388607;8388607;8388607;revert;revert
int24ofdivminusone;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;-8388608;revert;revert
int24divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int24divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int24divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int24divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int24modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int24modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int24modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int24modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int24truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int24truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int24assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int24assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int32ofpp;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;revert;revert
int32ofpe;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;revert;revert
int32ofadd;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;revert;revert
int32ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int32ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int32ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int32ufmm;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;revert;revert
int32ufme;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;revert;revert
int32ufsub;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;revert;revert
int32ofdivminusone;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;-2147483648;revert;revert
int32divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int32divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int32divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int32divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int32modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int32modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int32modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int32modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int32truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int32truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int32assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int32assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int40ofpp;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;revert;revert
int40ofpe;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;revert;revert
int40ofadd;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;revert;revert
int40ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int40ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int40ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int40ufmm;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;revert;revert
int40ufme;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;revert;revert
int40ufsub;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;549755813887;revert;revert
int40ofdivminusone;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;-549755813888;revert;revert
int40divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int40divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int40divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int40divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int40modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int40modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int40modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int40modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int40truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int40truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int40assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int40assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int48ofpp;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;revert;revert
int48ofpe;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;revert;revert
int48ofadd;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;revert;revert
int48ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int48ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int48ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int48ufmm;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;revert;revert
int48ufme;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;revert;revert
int48ufsub;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;140737488355327;revert;revert
int48ofdivminusone;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;-140737488355328;revert;revert
int48divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int48divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int48divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int48divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int48modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int48modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int48modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int48modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int48truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int48truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int48assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int48assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int56ofpp;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;revert;revert
int56ofpe;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;revert;revert
int56ofadd;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;revert;revert
int56ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int56ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int56ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int56ufmm;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;revert;revert
int56ufme;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;revert;revert
int56ufsub;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;36028797018963967;revert;revert
int56ofdivminusone;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;-36028797018963968;revert;revert
int56divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int56divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int56divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int56divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int56modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int56modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int56modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int56modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int56truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int56truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int56assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int56assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int64ofpp;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;revert;revert
int64ofpe;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;revert;revert
int64ofadd;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;revert;revert
int64ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int64ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int64ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int64ufmm;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;revert;revert
int64ufme;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;revert;revert
int64ufsub;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;9223372036854775807;revert;revert
int64ofdivminusone;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;-9223372036854775808;revert;revert
int64divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int64divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int64divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int64divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int64modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int64modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int64modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int64modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int64truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int64truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int64assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int64assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int72ofpp;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;revert;revert
int72ofpe;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;revert;revert
int72ofadd;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;revert;revert
int72ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int72ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int72ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int72ufmm;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;revert;revert
int72ufme;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;revert;revert
int72ufsub;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;2361183241434822606847;revert;revert
int72ofdivminusone;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;-2361183241434822606848;revert;revert
int72divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int72divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int72divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int72divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int72modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int72modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int72modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int72modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int72truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int72truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int72assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int72assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int80ofpp;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;revert;revert
int80ofpe;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;revert;revert
int80ofadd;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;revert;revert
int80ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int80ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int80ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int80ufmm;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;revert;revert
int80ufme;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;revert;revert
int80ufsub;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;604462909807314587353087;revert;revert
int80ofdivminusone;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;-604462909807314587353088;revert;revert
int80divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int80divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int80divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int80divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int80modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int80modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int80modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int80modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int80truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int80truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int80assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int80assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int88ofpp;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;revert;revert
int88ofpe;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;revert;revert
int88ofadd;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;revert;revert
int88ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int88ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int88ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int88ufmm;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;revert;revert
int88ufme;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;revert;revert
int88ufsub;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;154742504910672534362390527;revert;revert
int88ofdivminusone;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;-154742504910672534362390528;revert;revert
int88divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int88divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int88divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int88divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int88modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int88modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int88modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int88modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int88truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int88truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int88assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int88assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int96ofpp;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;revert;revert
int96ofpe;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;revert;revert
int96ofadd;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;revert;revert
int96ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int96ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int96ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int96ufmm;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;revert;revert
int96ufme;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;revert;revert
int96ufsub;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;39614081257132168796771975167;revert;revert
int96ofdivminusone;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;-39614081257132168796771975168;revert;revert
int96divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int96divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int96divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int96divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int96modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int96modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int96modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int96modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int96truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int96truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int96assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int96assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int104ofpp;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;revert;revert
int104ofpe;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;revert;revert
int104ofadd;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;revert;revert
int104ofte;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int104ofmul;-2;-2;-2;-2;-2;-2;-2;-2;revert;revert
int104ofexp;Compiler Error;Compiler Error;Compiler Error;Compiler Error;1;1;1;1;revert;revert
int104ufmm;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;revert;revert
int104ufme;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;revert;revert
int104ufsub;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;10141204801825835211973625643007;revert;revert
int104ofdivminusone;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;-10141204801825835211973625643008;revert;revert
int104divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int104divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int104divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int104divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int104modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
int104modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int104modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int104modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
int104truncinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int104truncvariable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
int104assignmentinline;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
int104assignmentvariable;-1;-1;-1;-1;-1;-1;-1;-1;Compiler Error;Compiler Error
